DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
HIF1AN	162.0	235.0	1357.0	1484.0	1360.0	1704.0	849.0	445.0	568.0	1374.0	2078.0	1727.0	430.0	307.0	118.0	1330.0	1222.0	1498.0	216.0	182.0	595.0	1681.0	1547.0
PAX2	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	1.0
SLF2	278.0	392.0	3431.0	3372.0	3378.0	4027.0	1001.0	361.0	937.0	1868.0	2975.0	2689.0	519.0	673.0	443.0	1966.0	1607.0	2111.0	259.0	193.0	2452.0	2992.0	2860.0
SEMA4G	11.0	5.0	63.0	59.0	69.0	66.0	106.0	6.0	66.0	283.0	386.0	317.0	58.0	66.0	72.0	186.0	207.0	256.0	29.0	15.0	64.0	69.0	72.0
MIR608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL43	220.0	292.0	558.0	571.0	600.0	696.0	1070.0	656.0	902.0	914.0	1151.0	874.0	409.0	721.0	251.0	834.0	833.0	853.0	275.0	230.0	514.0	615.0	548.0
TWNK	207.0	167.0	677.0	679.0	692.0	813.0	1096.0	540.0	862.0	1367.0	2117.0	1565.0	436.0	365.0	227.0	1400.0	1417.0	1658.0	423.0	300.0	614.0	836.0	745.0
LZTS2	314.0	408.0	1466.0	1424.0	1335.0	1680.0	1195.0	815.0	932.0	3326.0	4631.0	3594.0	839.0	1016.0	860.0	3487.0	3220.0	3933.0	657.0	505.0	1409.0	1181.0	1054.0
PDZD7	9.0	3.0	12.0	4.0	8.0	8.0	89.0	1.0	5.0	56.0	45.0	48.0	16.0	25.0	12.0	53.0	28.0	44.0	3.0	7.0	11.0	6.0	14.0
SFXN3	279.0	317.0	1295.0	1325.0	1393.0	1608.0	1190.0	1032.0	1148.0	1583.0	2037.0	1599.0	644.0	623.0	620.0	1318.0	1120.0	1510.0	276.0	231.0	1008.0	1200.0	1039.0
KAZALD1	167.0	176.0	672.0	711.0	666.0	863.0	252.0	242.0	227.0	1244.0	1660.0	1303.0	162.0	343.0	250.0	1107.0	952.0	1299.0	112.0	97.0	334.0	423.0	368.0
TLX1NB	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0
TLX1	9.0	7.0	27.0	36.0	34.0	34.0	10.0	6.0	12.0	22.0	47.0	40.0	0.0	18.0	18.0	49.0	33.0	48.0	12.0	11.0	31.0	20.0	21.0
LINC01514	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LBX1	11.0	16.0	67.0	68.0	66.0	90.0	14.0	0.0	0.0	33.0	38.0	34.0	0.0	27.0	1.0	35.0	31.0	49.0	20.0	12.0	35.0	34.0	40.0
LBX1-AS1	42.0	60.0	39.0	21.0	21.0	44.0	3.0	31.0	22.0	5.0	17.0	12.0	7.0	4.0	1.0	8.0	7.0	11.0	68.0	39.0	24.0	43.0	37.0
LINC02681	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BTRC	161.0	261.0	1528.0	1511.0	1572.0	1824.0	1421.0	482.0	889.0	1081.0	1644.0	1481.0	317.0	563.0	166.0	983.0	917.0	1166.0	167.0	124.0	1215.0	1637.0	1503.0
POLL	45.0	49.0	258.0	251.0	255.0	284.0	291.0	149.0	224.0	531.0	680.0	497.0	100.0	140.0	35.0	447.0	469.0	587.0	115.0	88.0	311.0	503.0	414.0
DPCD	81.0	82.0	162.0	184.0	198.0	228.0	278.0	200.0	237.0	215.0	294.0	226.0	87.0	181.0	205.0	214.0	188.0	228.0	77.0	39.0	135.0	146.0	158.0
MIR3158-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR3158-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXW4	16.0	19.0	197.0	209.0	184.0	241.0	119.0	120.0	78.0	365.0	577.0	386.0	40.0	21.0	2.0	313.0	394.0	376.0	73.0	54.0	294.0	436.0	358.0
FGF8	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0
NPM3	364.0	371.0	916.0	933.0	901.0	1123.0	745.0	655.0	641.0	978.0	1338.0	1058.0	245.0	342.0	296.0	911.0	915.0	1099.0	169.0	134.0	388.0	921.0	781.0
OGA	511.0	865.0	3106.0	3092.0	3084.0	3744.0	8052.0	2834.0	4949.0	4413.0	6570.0	6116.0	1653.0	2479.0	1393.0	4736.0	3957.0	5134.0	1352.0	967.0	4526.0	5921.0	5342.0
KCNIP2-AS1	0.0	0.0	1.0	7.0	7.0	4.0	0.0	0.0	0.0	16.0	12.0	5.0	0.0	0.0	0.0	10.0	6.0	5.0	0.0	0.0	2.0	2.0	1.0
KCNIP2	9.0	13.0	59.0	68.0	92.0	98.0	35.0	43.0	67.0	125.0	135.0	131.0	27.0	96.0	0.0	90.0	73.0	100.0	15.0	12.0	49.0	72.0	49.0
ARMH3	91.0	166.0	366.0	404.0	450.0	515.0	1096.0	405.0	779.0	554.0	754.0	690.0	322.0	361.0	125.0	543.0	586.0	540.0	137.0	96.0	315.0	548.0	492.0
HPS6	120.0	122.0	278.0	289.0	269.0	314.0	517.0	270.0	318.0	473.0	540.0	494.0	216.0	149.0	77.0	401.0	245.0	485.0	149.0	100.0	176.0	273.0	239.0
LDB1	369.0	511.0	1686.0	1634.0	1615.0	1893.0	1623.0	1260.0	1484.0	2879.0	4051.0	3032.0	675.0	971.0	475.0	2629.0	2319.0	3281.0	726.0	566.0	1563.0	1630.0	1448.0
PPRC1	380.0	432.0	1388.0	1387.0	1287.0	1588.0	1383.0	688.0	897.0	1994.0	2974.0	2569.0	627.0	524.0	405.0	2027.0	1694.0	2447.0	348.0	262.0	986.0	1064.0	988.0
NOLC1	1011.0	1150.0	3685.0	3503.0	3625.0	4253.0	5035.0	2978.0	4066.0	5353.0	8012.0	6732.0	2382.0	2527.0	1850.0	5408.0	4429.0	5996.0	591.0	421.0	2933.0	3187.0	2792.0
ELOVL3	1.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	2.0	4.0	1.0	12.0	7.0	0.0	7.0	5.0	2.0	0.0	0.0	0.0	3.0	1.0
PITX3	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0
GBF1	674.0	995.0	1984.0	1952.0	1850.0	2370.0	4985.0	2687.0	3596.0	2914.0	4634.0	4009.0	1987.0	2153.0	1102.0	3131.0	2920.0	3736.0	860.0	685.0	2498.0	2871.0	2599.0
NFKB2	64.0	83.0	141.0	117.0	141.0	132.0	418.0	281.0	248.0	450.0	661.0	480.0	79.0	65.0	174.0	393.0	349.0	436.0	89.0	80.0	183.0	197.0	215.0
PSD	2.0	8.0	115.0	100.0	99.0	121.0	0.0	0.0	8.0	229.0	282.0	224.0	0.0	4.0	40.0	151.0	160.0	164.0	20.0	6.0	33.0	94.0	88.0
FBXL15	49.0	45.0	118.0	105.0	105.0	128.0	93.0	122.0	179.0	308.0	352.0	327.0	60.0	52.0	65.0	383.0	302.0	335.0	142.0	91.0	64.0	165.0	148.0
CUEDC2	519.0	457.0	1043.0	1137.0	1087.0	1240.0	1725.0	1340.0	1623.0	2011.0	2711.0	2186.0	989.0	1350.0	776.0	1642.0	1571.0	2014.0	565.0	413.0	656.0	956.0	836.0
MIR146B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf95-AS1	0.0	0.0	22.0	16.0	25.0	38.0	0.0	4.0	0.0	12.0	14.0	17.0	0.0	0.0	0.0	6.0	0.0	8.0	0.0	0.0	29.0	27.0	37.0
C10orf95	0.0	0.0	2.0	2.0	3.0	6.0	0.0	8.0	0.0	10.0	6.0	6.0	0.0	0.0	1.0	9.0	7.0	12.0	0.0	2.0	5.0	1.0	1.0
MFSD13A	32.0	22.0	124.0	146.0	126.0	164.0	120.0	109.0	68.0	210.0	284.0	190.0	48.0	88.0	10.0	180.0	115.0	195.0	67.0	27.0	88.0	126.0	107.0
ACTR1A	887.0	1042.0	2867.0	2950.0	2786.0	3534.0	5266.0	2502.0	3750.0	3477.0	4545.0	3788.0	1543.0	2189.0	1279.0	3185.0	2977.0	3677.0	726.0	635.0	2631.0	3218.0	2958.0
SUFU	94.0	160.0	379.0	377.0	396.0	509.0	854.0	604.0	837.0	753.0	1152.0	968.0	440.0	653.0	451.0	683.0	575.0	863.0	253.0	144.0	288.0	559.0	488.0
TRIM8	161.0	276.0	1731.0	1818.0	1789.0	2085.0	373.0	316.0	347.0	2147.0	3070.0	2442.0	206.0	291.0	110.0	1882.0	1577.0	1971.0	250.0	217.0	1580.0	1982.0	1692.0
ARL3	310.0	321.0	889.0	878.0	923.0	1045.0	1500.0	772.0	950.0	849.0	1263.0	1001.0	361.0	788.0	358.0	890.0	763.0	940.0	214.0	145.0	357.0	527.0	497.0
SFXN2	29.0	50.0	263.0	260.0	251.0	331.0	77.0	76.0	57.0	199.0	328.0	312.0	41.0	47.0	27.0	182.0	183.0	199.0	29.0	22.0	273.0	356.0	307.0
WBP1L	16.0	49.0	647.0	684.0	743.0	798.0	67.0	73.0	193.0	763.0	1225.0	950.0	65.0	91.0	0.0	649.0	571.0	672.0	55.0	33.0	638.0	1004.0	866.0
CYP17A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BORCS7-ASMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
BORCS7	1.0	0.0	169.0	181.0	173.0	231.0	0.0	0.0	0.0	166.0	197.0	198.0	0.0	0.0	0.0	183.0	185.0	207.0	1.0	2.0	164.0	399.0	401.0
AS3MT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0
LOC107984265	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNNM2	103.0	104.0	688.0	653.0	656.0	725.0	473.0	198.0	302.0	631.0	1140.0	943.0	223.0	249.0	162.0	789.0	558.0	746.0	200.0	164.0	618.0	1118.0	969.0
NT5C2	204.0	307.0	959.0	1042.0	1093.0	1261.0	2603.0	975.0	1693.0	897.0	1100.0	1125.0	375.0	821.0	265.0	792.0	599.0	1055.0	220.0	160.0	1184.0	1466.0	1342.0
RPEL1	3.0	1.0	2.0	3.0	6.0	4.0	7.0	4.0	4.0	9.0	12.0	4.0	0.0	0.0	0.0	3.0	1.0	7.0	5.0	5.0	0.0	8.0	5.0
INA	1.0	1.0	0.0	0.0	0.0	0.0	6.0	5.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
PCGF6	34.0	25.0	325.0	352.0	373.0	409.0	246.0	11.0	171.0	368.0	457.0	446.0	69.0	83.0	46.0	324.0	334.0	413.0	43.0	35.0	234.0	383.0	416.0
TAF5	106.0	147.0	489.0	507.0	515.0	613.0	816.0	259.0	563.0	405.0	629.0	571.0	362.0	292.0	52.0	480.0	413.0	508.0	109.0	48.0	417.0	504.0	466.0
ATP5MK	367.0	451.0	2042.0	2134.0	2169.0	2459.0	4422.0	1376.0	2796.0	1432.0	2013.0	1831.0	761.0	1609.0	781.0	1330.0	1437.0	1574.0	137.0	85.0	1028.0	1334.0	1237.0
MIR1307	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD11	736.0	853.0	1698.0	1722.0	1619.0	2069.0	4076.0	2668.0	3626.0	2731.0	4190.0	3624.0	1540.0	1715.0	1308.0	2753.0	2373.0	3287.0	671.0	524.0	2434.0	2488.0	2254.0
CALHM2	1.0	0.0	5.0	7.0	4.0	2.0	23.0	0.0	15.0	29.0	81.0	63.0	0.0	0.0	0.0	58.0	59.0	91.0	6.0	0.0	5.0	10.0	4.0
CALHM1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
CALHM3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
NEURL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0
NEURL1	1.0	2.0	4.0	4.0	3.0	4.0	0.0	0.0	1.0	2.0	8.0	6.0	1.0	0.0	0.0	9.0	2.0	4.0	3.0	0.0	0.0	3.0	1.0
SH3PXD2A	13.0	18.0	193.0	229.0	205.0	274.0	136.0	68.0	108.0	341.0	561.0	458.0	47.0	104.0	102.0	352.0	223.0	357.0	23.0	16.0	57.0	94.0	130.0
SH3PXD2A-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
STN1	27.0	52.0	284.0	271.0	235.0	333.0	123.0	87.0	183.0	357.0	485.0	378.0	98.0	162.0	61.0	236.0	183.0	272.0	49.0	24.0	319.0	283.0	284.0
SLK	217.0	333.0	1512.0	1549.0	1597.0	1826.0	1944.0	946.0	1449.0	1645.0	2474.0	2258.0	506.0	981.0	684.0	1590.0	1415.0	1821.0	194.0	157.0	1712.0	1453.0	1364.0
COL17A1	3.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	2.0	1.0	2.0	0.0	3.0	0.0	0.0	8.0	0.0	4.0	1.0	0.0	0.0	0.0
MIR936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFR1	25.0	29.0	121.0	126.0	145.0	159.0	227.0	51.0	89.0	88.0	105.0	98.0	10.0	20.0	118.0	81.0	95.0	58.0	10.0	11.0	209.0	224.0	253.0
CFAP43	0.0	2.0	2.0	1.0	2.0	5.0	1.0	2.0	0.0	0.0	5.0	4.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	3.0	2.0	1.0
MIR609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTO1	355.0	393.0	815.0	857.0	798.0	923.0	2714.0	933.0	1753.0	1036.0	1280.0	1090.0	754.0	847.0	725.0	931.0	992.0	1052.0	243.0	199.0	505.0	698.0	660.0
GSTO2	4.0	2.0	7.0	3.0	4.0	4.0	70.0	0.0	0.0	8.0	7.0	7.0	0.0	1.0	0.0	1.0	5.0	6.0	1.0	2.0	5.0	5.0	4.0
MIR4482	0.0	0.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	1.0	2.0	2.0
ITPRIP	26.0	24.0	103.0	122.0	126.0	137.0	220.0	41.0	80.0	251.0	299.0	237.0	78.0	142.0	69.0	195.0	138.0	185.0	62.0	27.0	116.0	106.0	86.0
ITPRIP-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFAP58-DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0
CFAP58	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	6.0	3.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0
LINC02620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SORCS3	78.0	80.0	414.0	413.0	407.0	481.0	1417.0	513.0	768.0	727.0	1118.0	959.0	265.0	401.0	259.0	794.0	635.0	927.0	160.0	136.0	288.0	566.0	550.0
SORCS3-AS1	2.0	0.0	4.0	9.0	11.0	6.0	25.0	13.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	5.0	3.0	1.0
LINC02627	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02624	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SORCS1	0.0	0.0	6.0	5.0	6.0	5.0	7.0	2.0	45.0	9.0	13.0	18.0	0.0	1.0	0.0	7.0	20.0	9.0	2.0	0.0	8.0	6.0	12.0
LINC01435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XPNPEP1	172.0	233.0	564.0	576.0	539.0	631.0	963.0	647.0	810.0	693.0	822.0	729.0	353.0	484.0	207.0	565.0	439.0	677.0	170.0	102.0	598.0	632.0	563.0
ADD3-AS1	0.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
ADD3	133.0	195.0	500.0	519.0	529.0	641.0	864.0	378.0	764.0	625.0	884.0	748.0	230.0	468.0	206.0	543.0	609.0	643.0	135.0	104.0	617.0	693.0	657.0
LOC105378479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MXI1	76.0	84.0	1001.0	1077.0	1074.0	1253.0	570.0	319.0	496.0	1162.0	1672.0	1448.0	197.0	310.0	133.0	954.0	1042.0	1184.0	240.0	160.0	1540.0	1719.0	1435.0
SMNDC1	201.0	212.0	558.0	480.0	490.0	625.0	1139.0	480.0	744.0	601.0	874.0	789.0	349.0	738.0	433.0	572.0	418.0	666.0	121.0	108.0	121.0	454.0	437.0
DUSP5	4.0	4.0	100.0	97.0	113.0	113.0	26.0	3.0	59.0	167.0	237.0	166.0	26.0	18.0	41.0	156.0	78.0	221.0	5.0	5.0	18.0	37.0	25.0
SMC3	415.0	590.0	1500.0	1569.0	1580.0	1979.0	4469.0	1695.0	2594.0	1886.0	2799.0	2554.0	948.0	1544.0	770.0	1981.0	1770.0	2118.0	400.0	305.0	2180.0	1881.0	1720.0
RBM20	2.0	0.0	0.0	0.0	6.0	4.0	7.0	0.0	0.0	9.0	7.0	11.0	0.0	0.0	1.0	4.0	2.0	3.0	7.0	10.0	1.0	2.0	1.0
PDCD4-AS1	0.0	0.0	35.0	28.0	39.0	37.0	0.0	0.0	0.0	54.0	61.0	61.0	0.0	0.0	0.0	31.0	65.0	44.0	0.0	0.0	43.0	49.0	61.0
PDCD4	152.0	212.0	501.0	521.0	536.0	614.0	2852.0	996.0	2164.0	1174.0	1504.0	1196.0	711.0	1155.0	631.0	1022.0	964.0	1130.0	401.0	304.0	665.0	1111.0	1056.0
MIR4680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBIP1	44.0	56.0	335.0	318.0	290.0	389.0	279.0	133.0	121.0	237.0	254.0	235.0	27.0	165.0	77.0	182.0	198.0	219.0	27.0	21.0	359.0	357.0	303.0
SHOC2	81.0	128.0	716.0	623.0	624.0	779.0	762.0	196.0	379.0	456.0	609.0	612.0	97.0	362.0	132.0	406.0	440.0	409.0	61.0	57.0	292.0	521.0	515.0
RPL13AP6	2.0	8.0	4.0	1.0	1.0	2.0	7.0	4.0	5.0	10.0	4.0	7.0	0.0	0.0	0.0	6.0	4.0	7.0	1.0	0.0	1.0	0.0	0.0
MIR548E	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2A	1.0	1.0	3.0	3.0	2.0	3.0	33.0	72.0	9.0	120.0	181.0	139.0	41.0	30.0	39.0	93.0	83.0	96.0	1.0	0.0	1.0	2.0	1.0
HEAT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPAM	43.0	50.0	312.0	330.0	327.0	397.0	375.0	252.0	287.0	413.0	571.0	533.0	107.0	176.0	176.0	424.0	348.0	459.0	40.0	40.0	258.0	374.0	350.0
TECTB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MIR6715A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6715B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCY2GP	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSL5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	18.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
ZDHHC6	54.0	64.0	435.0	471.0	498.0	564.0	373.0	74.0	80.0	439.0	588.0	582.0	83.0	187.0	0.0	463.0	379.0	533.0	38.0	44.0	225.0	381.0	326.0
VTI1A	54.0	52.0	465.0	447.0	436.0	524.0	242.0	105.0	74.0	294.0	384.0	314.0	52.0	128.0	115.0	280.0	300.0	347.0	64.0	34.0	385.0	450.0	372.0
MIR4295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC103344931	0.0	0.0	87.0	91.0	104.0	102.0	0.0	0.0	1.0	69.0	151.0	120.0	0.0	0.0	0.0	88.0	47.0	94.0	0.0	0.0	67.0	122.0	116.0
TCF7L2	168.0	162.0	360.0	383.0	318.0	488.0	425.0	277.0	423.0	354.0	622.0	521.0	300.0	396.0	272.0	386.0	415.0	409.0	309.0	260.0	243.0	431.0	370.0
SNORA87	0.0	3.0	5.0	6.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	7.0
HABP2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	1.0
NRAP	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0
CASP7	46.0	43.0	240.0	271.0	283.0	273.0	215.0	105.0	199.0	285.0	407.0	347.0	22.0	124.0	31.0	215.0	184.0	221.0	20.0	26.0	162.0	148.0	164.0
PLEKHS1	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	1.0	6.0	9.0	2.0	20.0	0.0	0.0	5.0	10.0	5.0	1.0	0.0	1.0	0.0	2.0
MIR4483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DCLRE1A	53.0	63.0	391.0	394.0	344.0	447.0	314.0	90.0	153.0	196.0	359.0	310.0	31.0	136.0	55.0	273.0	272.0	232.0	41.0	39.0	248.0	394.0	303.0
NHLRC2	147.0	174.0	1062.0	1095.0	1073.0	1324.0	1318.0	489.0	845.0	727.0	1056.0	1010.0	340.0	601.0	235.0	555.0	487.0	655.0	124.0	113.0	777.0	1303.0	1206.0
ADRB1	162.0	39.0	60.0	64.0	79.0	98.0	133.0	104.0	145.0	130.0	209.0	162.0	216.0	282.0	437.0	109.0	82.0	150.0	591.0	412.0	42.0	38.0	29.0
CCDC186	23.0	30.0	205.0	186.0	173.0	226.0	105.0	0.0	29.0	164.0	227.0	223.0	20.0	25.0	4.0	121.0	90.0	205.0	21.0	8.0	303.0	278.0	269.0
MIR2110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TDRD1	3.0	1.0	0.0	1.0	0.0	0.0	11.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VWA2	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	11.0	17.0	0.0	2.0	0.0	14.0	7.0	10.0	1.0	1.0	0.0	0.0	0.0
AFAP1L2	178.0	330.0	871.0	832.0	813.0	1052.0	602.0	557.0	614.0	996.0	1510.0	1204.0	361.0	466.0	284.0	955.0	865.0	1160.0	99.0	83.0	458.0	681.0	581.0
