DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
MAP3K9	3	1	52	33	45	39	2	2	1	23	31	22	3	1	5	18	25	46	11	2	24	42	28
PCNX1	147	171	1979	2018	2021	2444	1239	417	821	1710	2888	2469	427	496	221	1741	1421	1865	166	146	1773	2972	2774
SIPA1L1	104	126	1399	1343	1405	1720	1050	463	925	1893	3012	2591	474	603	391	1924	1550	2237	125	83	884	1227	1095
SNORD56B	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC145474	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3
RGS6	0	2	1	0	0	0	0	0	1	6	0	0	0	1	1	0	0	0	0	1	0	0	0
MIR7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPF3	5	10	14	24	11	35	18	24	14	80	102	101	18	14	58	52	44	77	13	5	34	24	24
DCAF4	78	93	182	152	136	198	381	323	346	375	572	476	206	165	153	372	285	461	116	95	333	301	296
ZFYVE1	63	74	294	284	290	330	443	160	338	445	690	565	108	198	146	469	320	557	175	144	406	564	565
RBM25	850	893	1755	1886	1828	2119	3308	1693	2288	3264	4723	4299	1184	1853	1059	3474	3200	3778	948	735	1868	1868	1689
PSEN1	217	276	1393	1335	1327	1621	2204	921	1741	1621	2176	1938	570	779	574	1570	1237	1615	394	296	2023	2102	1945
PAPLN	0	1	0	2	1	0	0	0	5	11	28	16	1	0	0	14	12	16	4	0	1	1	4
PAPLN-AS1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NUMB	127	162	755	732	700	924	1117	540	921	1040	1568	1276	293	562	356	1016	979	1212	235	146	537	810	735
LOC101928143	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HEATR4	0	0	0	0	0	2	0	0	1	15	25	24	0	0	0	15	7	23	0	1	0	0	0
RIOX1	67	78	208	196	193	201	558	233	349	301	462	382	233	217	102	317	284	339	80	54	155	181	168
ACOT1	0	0	7	6	4	3	1	0	12	16	14	11	3	0	0	5	2	15	1	3	4	11	6
ACOT2	17	23	36	45	42	64	51	111	170	125	171	125	42	51	50	117	59	162	37	35	57	63	55
ACOT4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0
ACOT6	1	1	2	0	1	1	0	0	11	0	3	2	0	0	30	0	0	2	11	8	1	2	1
DNAL1	54	38	691	711	683	898	305	248	138	324	593	541	86	92	156	386	395	449	27	8	400	623	534
PNMA1	319	362	1053	1115	1072	1309	1267	784	913	1528	2015	1630	395	569	401	1392	1188	1594	632	517	555	1263	1214
MIDEAS	207	216	1569	1551	1569	1822	472	528	613	1226	1743	1407	437	618	318	1153	1098	1247	274	235	1022	1126	945
MIR4505	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100506476	0	0	3	4	0	5	2	0	0	2	11	7	14	0	0	14	14	7	1	0	2	2	0
LINC02274	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTGR2	21	47	135	134	126	155	853	410	550	381	504	427	174	312	194	281	271	345	37	33	156	145	140
ZNF410	98	155	1078	1047	1079	1344	922	429	588	863	1268	1091	221	323	150	681	846	853	110	93	809	1019	956
FAM161B	18	13	32	41	32	49	1	8	0	56	87	70	7	30	0	51	49	63	53	33	250	187	153
COQ6	55	68	184	134	139	177	332	145	329	100	100	91	91	154	74	72	69	102	86	60	149	312	283
ENTPD5	9	7	230	241	237	274	44	12	42	249	373	325	3	13	12	201	222	255	26	9	312	314	273
BBOF1	0	0	6	4	7	1	0	0	0	6	12	10	0	1	0	6	9	1	2	1	9	4	5
ALDH6A1	143	162	708	767	758	913	1704	836	1351	544	1013	801	563	524	326	533	503	577	341	226	1417	1461	1341
LIN52	59	62	576	538	537	654	191	183	184	569	723	675	64	121	69	475	416	493	62	57	349	497	487
VSX2	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ABCD4	68	102	402	370	414	471	466	298	293	796	1165	916	202	198	299	934	767	913	298	223	629	930	856
VRTN	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNDIG1L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
NPC2	205	199	200	199	211	273	1604	774	966	547	782	617	293	316	119	539	553	624	182	128	293	224	207
MIR4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA2	65	67	275	276	267	325	459	130	225	309	409	341	102	206	77	362	273	325	73	59	213	306	243
LTBP2	2	0	5	6	4	7	109	62	98	185	302	213	91	98	3	170	84	207	11	4	15	8	10
AREL1	142	125	1687	1849	1796	2165	1196	678	718	2233	3134	2757	487	414	348	1969	1534	2381	184	119	1131	1485	1472
FCF1	75	110	618	608	632	731	268	233	356	842	1030	959	168	207	122	686	643	685	73	56	574	599	552
PROX2	0	0	0	0	0	0	0	0	0	11	15	22	0	0	0	0	6	10	0	1	0	1	0
DLST	254	359	1390	1372	1384	1675	2659	1109	1749	2163	3212	2675	461	806	515	1975	1864	2404	311	227	1137	2068	1849
RPS6KL1	44	38	405	380	377	482	331	133	212	1011	1343	1122	145	106	160	889	831	1098	44	50	219	301	254
PGF	103	105	346	349	348	414	305	184	236	907	1110	883	169	192	222	821	708	1075	114	89	152	178	179
EIF2B2	501	501	714	795	769	1010	1652	956	1207	942	1383	1145	576	900	578	865	876	1220	340	325	1023	953	827
MLH3	59	102	772	794	796	939	1174	398	769	728	1242	1074	390	382	300	745	576	898	85	51	579	720	684
ACYP1	88	116	225	219	233	234	660	467	410	292	500	376	232	333	229	257	334	364	76	42	159	136	121
ZC2HC1C	5	1	0	2	0	2	0	0	1	0	2	0	3	0	0	0	0	3	0	0	0	1	5
NEK9	289	395	978	996	935	1252	1577	481	1016	1091	1757	1612	385	556	287	1217	964	1340	453	338	646	1601	1589
TMED10	1151	1240	8617	8807	8570	10574	11701	6764	8421	9002	13031	11572	3421	4630	2599	8537	7672	9113	1054	787	5369	7682	7125
FOS	96	54	315	340	321	380	1518	971	1361	1174	1256	1078	554	469	441	767	679	956	73	82	142	91	104
LINC01220	0	3	6	5	3	6	0	0	0	3	12	5	0	0	0	9	10	6	4	1	3	3	4
JDP2	30	29	210	223	214	275	7	61	82	381	657	432	30	74	3	436	396	453	37	24	250	154	117
BATF	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC102724153	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
FLVCR2	3	0	14	8	9	9	21	4	3	12	27	23	20	11	0	12	10	25	5	2	9	10	8
ERG28	221	252	688	671	735	870	1306	726	1107	927	1298	1069	515	827	392	837	752	989	190	145	376	481	445
TTLL5	77	102	846	777	812	911	116	125	262	721	1006	886	57	159	77	560	598	705	96	83	926	646	621
TGFB3	24	59	216	216	218	239	124	100	92	218	210	208	16	44	77	183	105	159	66	43	314	231	179
IFT43	98	76	175	152	167	193	426	216	189	249	291	229	101	278	121	240	137	293	144	111	124	207	209
GPATCH2L	246	314	2914	2917	2877	3520	1799	1071	1279	3394	5158	4481	568	999	467	3098	2338	3419	304	269	2143	3456	3136
ESRRB	0	3	2	1	0	2	1	0	2	1	4	5	0	1	0	4	8	3	3	1	1	1	0
VASH1	98	175	1481	1456	1547	1798	253	326	346	2489	3437	2883	128	306	230	2408	2126	2862	151	113	544	1047	910
VASH1-AS1	0	2	100	112	83	120	1	0	0	5	9	3	0	1	0	4	10	5	0	0	93	129	87
ANGEL1	165	226	964	953	885	1142	1074	611	708	1468	2098	1741	381	446	505	1226	995	1483	151	81	453	963	855
LRRC74A	0	0	0	0	0	0	0	0	0	1	5	4	0	0	0	0	1	9	0	0	0	1	1
LINC01629	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IRF2BPL	828	861	2793	2758	2853	3254	2265	1491	2243	4598	6154	4980	1156	1904	903	4921	4512	5436	1326	1001	1876	1827	1749
LOC105370579	0	1	13	19	18	22	13	0	2	22	41	30	0	0	0	29	25	43	8	5	21	23	19
LINC02288	0	0	4	0	0	3	0	0	0	2	5	5	0	0	0	0	0	0	1	0	4	1	3
LINC02289	0	0	1	2	2	0	0	0	0	1	3	5	0	0	0	2	0	0	5	1	8	2	1
CIPC	197	234	2140	2074	2061	2550	885	447	635	1412	2179	1900	460	566	486	1395	1112	1454	243	137	1601	1873	1738
ZDHHC22	130	155	1135	1160	1099	1395	415	206	403	1417	1976	1498	111	197	95	1278	1198	1426	210	109	1767	1170	1078
TMEM63C	7	10	41	36	34	46	63	22	14	66	88	74	29	38	36	65	33	54	12	3	31	48	48
NGB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMT2	60	118	647	726	707	795	164	169	129	778	1097	941	197	56	158	763	612	788	133	87	611	843	764
GSTZ1	89	149	285	260	248	274	568	287	486	484	622	426	191	367	267	397	432	441	189	163	385	497	422
TMED8	89	90	1853	1861	1805	2141	476	156	265	1012	1694	1480	174	253	89	1094	968	1274	86	45	882	1409	1278
SAMD15	5	0	13	9	17	11	3	0	0	4	0	2	0	1	0	0	0	2	8	4	26	34	22
NOXRED1	0	0	6	7	5	9	0	0	0	8	15	17	0	0	0	13	5	11	0	0	15	9	4
VIPAS39	74	112	320	314	308	360	662	263	224	346	479	370	74	267	34	373	259	330	140	116	649	705	646
AHSA1	811	913	1923	1910	1882	2247	3447	1847	2807	2109	2796	2349	1397	2509	1469	1981	1926	2159	615	516	921	1087	1093
ISM2	1	3	3	8	2	0	1	0	9	14	8	5	0	9	1	2	9	11	3	2	0	1	2
SPTLC2	353	451	3027	3184	3033	3675	2342	907	1992	2219	3478	3138	676	789	365	2189	1886	2621	327	232	2410	3500	3258
ALKBH1	86	92	228	269	238	341	384	249	167	188	265	220	154	159	16	221	145	218	101	47	224	271	265
SLIRP	1111	957	1061	981	1001	1226	3783	2131	2711	654	840	696	945	2224	864	600	555	695	712	501	479	644	650
SNW1	412	475	1039	1120	1071	1273	2800	1110	1643	1460	1978	1672	779	1338	820	1314	1192	1553	362	311	1608	1247	1073
C14orf178	0	0	4	5	2	3	0	0	0	11	11	9	0	0	0	11	2	13	2	0	2	1	3
ADCK1	28	23	75	54	72	69	246	77	170	103	224	155	26	42	34	99	141	149	38	26	64	87	82
LOC105370586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIO2	0	0	2	1	0	1	1	0	0	6	12	4	0	0	0	0	3	9	0	2	0	0	0
DIO2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP128	43	69	308	344	337	429	116	15	78	150	254	222	26	125	81	141	198	186	46	38	300	290	259
TSHR	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	3	3
GTF2A1	213	263	1666	1708	1686	2059	1630	667	1273	1108	1860	1631	583	759	327	1053	1030	1131	295	214	958	1781	1681
LOC101928504	1	1	55	46	49	59	1	3	0	10	27	17	9	0	0	35	9	23	8	4	56	50	48
STON2	71	71	902	905	867	1029	810	239	297	404	748	692	209	230	174	363	357	404	56	40	462	596	539
LINC02308	0	0	1	2	3	1	33	14	0	10	7	4	0	9	0	5	0	4	0	0	0	0	1
SEL1L	292	462	1764	1844	1795	2118	4625	1496	2871	2034	3257	2903	1212	1902	894	1868	1676	2154	608	429	1833	2538	2341
LINC01467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
LINC02311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNORD3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00911	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	2	1	1	3	1	1	3	0	5	1	2	0	2	5	1	0	0	0	4	4	0	1	0
LINC02328	0	0	0	3	0	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	3	0	3
LINC01148	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02330	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALC	4	3	39	36	37	39	162	37	106	96	141	116	15	64	0	101	75	81	12	8	53	78	61
GPR65	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01146	1	11	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNK10	84	122	922	904	945	1135	623	176	322	855	1204	1081	192	175	94	775	646	926	176	113	996	723	695
SPATA7	16	17	238	230	224	265	292	114	218	240	305	296	21	52	39	222	233	306	13	2	387	379	325
PTPN21	30	48	312	312	295	368	132	45	89	331	528	479	14	23	58	348	304	349	54	45	265	341	382
ZC3H14	314	390	1618	1690	1588	1922	1652	970	1922	1111	1636	1422	641	1170	378	1106	990	1245	384	264	2089	2172	2039
EML5	3	2	19	26	26	29	1	0	0	3	7	1	0	2	0	2	0	5	7	3	16	21	20
TTC8	47	80	204	184	203	234	365	152	233	152	216	198	158	128	107	159	94	171	67	62	222	338	328
FOXN3	44	61	3147	3134	3101	3843	169	26	134	2789	4627	3787	37	192	117	2624	2312	2928	85	96	3325	3822	3445
FOXN3-AS1	1	6	36	36	25	44	1	0	1	17	34	36	10	0	0	20	14	11	0	3	27	46	43
FOXN3-AS2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB11	17	35	138	118	119	158	165	45	107	90	127	115	98	49	0	90	84	129	29	21	118	129	110
TDP1	149	167	834	845	912	1040	1194	583	1104	915	1278	1179	511	490	466	881	832	1015	114	120	698	750	649
KCNK13	3	5	0	0	1	0	1	17	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0
PSMC1	5	0	345	381	366	483	0	0	0	419	470	400	0	0	0	354	396	407	3	1	452	479	422
NRDE2	120	124	408	503	465	545	860	358	859	614	997	801	228	337	237	708	497	727	112	121	501	632	632
CALM1	1573	2005	12979	13291	13247	15970	10237	3652	6323	9632	13465	11877	2627	5105	2506	9483	8478	10403	1329	989	5730	7301	6671
LINC02317	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00642	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC7B	36	64	643	679	661	741	264	100	173	482	867	684	41	70	59	547	401	600	26	23	512	538	502
LOC101928909	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370622	0	0	1	0	1	0	0	1	2	0	0	0	2	2	1	0	0	0	0	1	3	0	2
RPS6KA5	26	37	174	178	174	213	358	110	326	266	415	370	79	170	56	230	205	273	171	110	525	589	588
DGLUCY	17	30	81	77	78	95	131	85	45	137	172	143	45	53	108	92	111	121	71	43	136	126	138
SNORA11B	0	0	9	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
GPR68	1	0	0	0	0	0	0	0	1	8	4	2	0	0	0	3	1	1	6	1	0	0	0
CCDC88C	213	264	931	856	838	1058	820	582	424	1565	2534	1984	281	393	199	1675	1455	1827	147	133	1050	808	716
PPP4R3A	300	395	2230	2315	2266	2783	1724	763	1286	1956	2873	2550	579	894	659	1990	1887	2229	357	290	1221	2015	1869
CATSPERB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC2N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBLN5	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2
TRIP11	135	305	1346	1432	1405	1638	676	303	434	1216	1810	1642	267	286	23	1112	1023	1433	101	68	1451	1571	1446
ATXN3	35	62	375	408	416	522	520	72	171	259	445	372	27	145	93	181	219	255	52	39	583	816	746
NDUFB1	106	184	684	625	606	773	1443	534	724	541	698	562	209	531	187	403	534	492	28	12	426	390	369
CPSF2	531	679	2952	3002	2956	3630	4825	1979	3949	2453	3633	3316	1136	1659	1320	2314	2106	2802	379	287	2496	2827	2534
SLC24A4	0	1	1	1	0	0	0	0	2	2	2	0	1	0	0	0	0	0	2	2	0	0	0
RIN3	3	1	34	30	31	31	11	23	13	136	219	172	27	9	56	194	104	167	14	10	10	34	30
LGMN	246	254	499	478	495	540	4050	1363	2166	1193	1586	1345	801	1438	805	1046	1076	1158	261	178	521	613	565
GOLGA5	64	108	813	806	784	950	386	250	401	810	1117	971	274	246	120	740	669	792	90	58	886	730	663
LINC02287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPK1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GON7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX8C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRIMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFI27L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFI27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFI27L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SERPINA9	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SERPINA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	0	0	0	1	0	0	1	0	0	4	2	7	0	0	0	12	5	7	3	0	0	0	0
SERPINA13P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
GSC	0	0	2	2	5	1	0	11	0	5	8	6	0	0	0	2	0	9	2	0	2	4	1
GSC-DT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0
DICER1	59	126	1247	1259	1277	1545	833	351	573	1371	2249	2037	139	431	146	1325	1120	1466	70	48	842	1278	1135
MIR3173	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DICER1-AS1	1	2	22	16	22	21	1	0	0	35	43	31	0	0	0	32	29	30	4	1	11	38	18
CLMN	1	4	24	25	25	27	52	0	17	27	43	28	3	11	4	26	24	29	1	0	11	21	23
LINC02292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SYNE3	9	3	16	16	15	21	60	30	20	92	93	62	18	58	1	73	21	55	15	10	30	49	45
SNHG10	25	31	253	239	251	301	19	20	15	138	227	177	0	11	50	121	122	217	15	17	104	200	157
GLRX5	137	166	1060	1064	1070	1178	243	329	277	1358	1896	1419	140	189	210	1330	1382	1421	146	125	576	668	575
LINC02318	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCL1B	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCL1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107984703	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUNAR	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1
C14orf132	11	9	696	764	708	816	259	101	149	865	1179	993	90	116	31	789	676	923	63	40	479	858	763
BDKRB2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
BDKRB1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ATG2B	224	357	1426	1409	1459	1702	1968	827	1332	1267	2092	1904	553	710	489	1306	967	1477	239	262	1383	2578	2365
GSKIP	148	166	669	690	740	806	1548	719	733	736	1025	1018	286	387	292	777	703	825	76	54	191	448	396
AK7	0	0	6	4	7	6	0	38	1	8	9	5	0	14	0	1	8	1	2	0	3	2	3
PAPOLA-DT	3	4	10	12	17	24	30	11	0	19	23	15	21	15	7	12	18	20	20	8	10	26	19
PAPOLA	394	663	7502	7723	7481	8996	2987	1184	2100	6895	9778	8675	825	1382	771	6612	5738	7369	457	349	3199	5897	5540
LINC02299	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
VRK1	308	451	1034	1108	1071	1335	2726	944	1918	898	1237	1034	463	1001	626	818	862	979	94	100	709	795	679
LINC00618	0	0	3	3	6	3	0	0	0	3	3	4	0	0	0	0	0	0	0	0	1	4	3
LINC02304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01550	0	0	3	1	4	1	0	1	0	0	0	2	1	0	0	0	0	0	4	1	3	3	0
LINC02914	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BCL11B	8	28	170	176	153	180	11	20	15	33	66	63	17	10	34	60	59	50	21	24	93	138	132
SETD3	118	201	1266	1320	1351	1651	822	354	550	1098	1615	1368	137	253	231	929	894	1105	70	59	849	993	960
CCNK	304	296	860	842	829	982	1554	509	730	292	527	478	402	571	153	290	212	308	436	328	205	913	862
CCDC85C	67	96	1055	972	1043	1222	77	134	131	1254	1663	1401	87	155	168	1319	972	1424	101	66	470	769	709
HHIPL1	489	1097	0	1	4	8	0	90	24	9	38	17	29	6	66	22	18	9	331	165	2	2	6
CYP46A1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0
EML1	36	63	375	407	398	448	112	43	149	207	286	287	45	101	41	238	182	254	15	11	166	293	253
EVL	80	89	1180	1116	1142	1320	177	101	114	1795	2473	1971	159	152	86	1551	1427	1836	89	107	707	723	658
MIR151B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR342	0	1	1	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1
DEGS2	0	2	1	1	0	0	0	0	4	5	6	7	0	0	6	7	8	4	1	0	0	1	2
YY1	422	616	3825	4005	3907	4789	2471	1498	2131	4337	6620	5742	995	1416	1014	4437	4006	4987	686	513	2884	3793	3352
MIR6764	0	0	0	3	1	3	0	0	0	1	2	1	0	0	0	3	0	2	0	0	4	5	0
SLC25A29	117	137	669	742	682	880	527	373	335	1355	1895	1414	236	379	229	1393	1311	1632	98	104	408	660	620
MIR345	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	4
SLC25A47	9	16	0	0	0	0	1	0	1	1	4	1	8	1	1	0	0	0	17	18	0	0	0
WARS1	287	375	973	999	963	1223	2338	1025	1607	1112	1527	1317	667	659	369	1061	966	1309	239	177	934	867	868
WDR25	41	44	94	108	107	117	65	64	81	83	116	72	14	62	0	84	91	93	50	26	141	135	112
BEGAIN	1	1	14	20	18	34	0	1	27	122	192	126	9	4	71	165	84	187	7	3	14	16	21
LINC00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
DLK1	1	0	5	7	3	3	0	0	0	2	3	6	0	1	0	3	2	5	1	0	2	2	3
MIR2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEG3	17	24	619	665	661	792	20	99	47	2551	3431	3059	17	45	5	2507	2159	3054	13	20	291	499	496
MIR770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR493	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
